year_key,community_number_community_name_ar,id,load_timestamp,community_number_community_name_en,population
"null","267-محصينة الخامسة ","512","2024-08-07 14:14:42","267-MUHAISANAH FIFTH","2"
"null","923-اليلايس 3","104","2024-08-07 14:14:42","923-AL YALAYIS 3","4"
"null","372-الصفوح الأولى","916","2024-08-07 14:14:42","372-AL SAFOUH FIRST","4779"
"null","918-اليفره 3","100","2024-08-07 14:14:42","918-AL YUFRAH 3","4"
"null","941-قريطيسه","33","2024-08-07 14:14:42","941-GRAYTEESAH","55"
"null","682-الحبيه الرابعة","342","2024-08-07 14:14:42","682-AL HEBIAH FOURTH","20611"
"null","343-الوصل","897","2024-08-07 14:14:42","343-AL WASL","12185"
"null","916-اليفره 2","98","2024-08-07 14:14:42","916-AL YUFRAH 2","2"
"null","975-العشوش","445","2024-08-07 14:14:42","975-AL OSHOOSH","0"
"null","115-السبخة","314","2024-08-07 14:14:42","115-AL SABKHA","3969"
"null","612-رأس الخور الصناعية الأولى","1023","2024-08-07 14:14:42","612-RAS AL KHOR IND. FIRST","2176"
"null","925-اليلايس 5","745","2024-08-07 14:14:42","925-AL YALAYIS 5","88"
"null","813-الرويه الثانية","600","2024-08-07 14:14:42","813-AL ROWAIYAH SECOND","0"
"null","646-وادي الصفا 4","330","2024-08-07 14:14:42","646-WADI AL SAFA 4","2"
"null","673-البرشاء جنوب الثالثة","120","2024-08-07 14:14:42","673-AL BARSHA SOUTH THIRD","4566"
"null","721-العوير الثانية","132","2024-08-07 14:14:42","721-AL AWEER TWO","4870"
"null","736-نزوه","137","2024-08-07 14:14:42","736-NAZWAH","504"
"null","931-الليسيلي","744","2024-08-07 14:14:42","931-AL LESAILY","2950"
"null","924-اليلايس 4","746","2024-08-07 14:14:42","924-AL YALAYIS 4","8"
"null","913-أم نهد الثالثة","1096","2024-08-07 14:14:42","913-UMM NAHAD THIRD","3633"
"null","233-القصيص الثانية","192","2024-08-07 14:14:42","233-AL QUSAIS SECOND","11442"
"null","945-الفقع","571","2024-08-07 14:14:42","945-AL FAGAA","425"
"null","123-المطينة","882","2024-08-07 14:14:42","123-AL MUTEENA","48739"
"null","967-غدير براشي","567","2024-08-07 14:14:42","967-GHADEER BARASHY","32"
"null","247-القصيص الصناعية الرابعة","235","2024-08-07 14:14:42","247-AL QUSAIS IND. FOURTH","2709"
"null","355-القوز الثانية","883","2024-08-07 14:14:42","355-AL GOZE SECOND","5543"
"null","736-نزوه","676","2024-08-07 14:14:42","736-NAZWAH","555"
"null","686-معيصم الثانية","1053","2024-08-07 14:14:42","686-MEAISEM SECOND","13"
"null","594-ميناء جبل علي","699","2024-08-07 14:14:42","594-MENA JABAL ALI","9467"
"null","124-المرقبات","369","2024-08-07 14:14:42","124-AL MURQABAT","69771"
"null","591-جبل علي الأولى","1083","2024-08-07 14:14:42","591-JABAL ALI FIRST","78243"
"null","598-مجمع دبي للإستثمارالاول","214","2024-08-07 14:14:42","598-DUBAI INVESTMENT PARK1","69000"
"null","119-الرقة","1118","2024-08-07 14:14:42","119-AL REGA","11318"
"null","835-أم المؤمنين","1086","2024-08-07 14:14:42","835-UMM AL MOMENEEN","170"
"null","322-الحضيبة","871","2024-08-07 14:14:42","322-AL HUDAIBA","14504"
"null","831-لهباب الثانية","275","2024-08-07 14:14:42","831-LEHBAB SECOND","1511"
"null","532-سيح شعيب 3","704","2024-08-07 14:14:42","532-SAIH SHUAIB 3","4684"
"null","917-المرموم","1100","2024-08-07 14:14:42","917-AL MARMOOM","143"
"null","101-نخلة ديرة","1109","2024-08-07 14:14:42","101-NAKHLAT DEIRA","2"
"null","282-الخوانيج الثانية","852","2024-08-07 14:14:42","282-AL KHAWANEEJ TWO","5507"
"null","311-الشندغة","976","2024-08-07 14:14:42","311-AL SHANDAGA","7"
"null","369-القوز الصناعية الرابعة ","641","2024-08-07 14:14:42","369-AL GOZE IND. FOURTH ","37360"
"null","265-عود المطينة الأولى","988","2024-08-07 14:14:42","265-OUD AL MUTEEN FIRST","15867"
"null","323-الجافلية","555","2024-08-07 14:14:42","323-AL JAFLIYA","24281"
"null","314-ام هرير الأولى","153","2024-08-07 14:14:42","314-UM HURAIR FIRST","5351"
"null","227-الطوار الثانية","247","2024-08-07 14:14:42","227-AL TWAR SECOND","4835"
"null","685-معيصم الأولى","718","2024-08-07 14:14:42","685-MEAISEM FIRST","18484"
"null","941-قريطيسه","941","2024-08-07 14:14:42","941-GRAYTEESAH","58"
"null","113-الضغاية","779","2024-08-07 14:14:42","113-AL DHAGAYA","16723"
"null","334-السطوة","903","2024-08-07 14:14:42","334-AL SATWA","40997"
"null","115-السبخة","51","2024-08-07 14:14:42","115-AL SABKHA","3861"
"null","617-ند الشبا الرابعة","206","2024-08-07 14:14:42","617-NAD AL SHIBBA FOURTH","3505"
"null","676-الحبيه الثالثة","339","2024-08-07 14:14:42","676-AL HEBIAH THIRD","6845"
"null","513-سيح شعيب 1","408","2024-08-07 14:14:42","513-SAIH SHUAIB 1","9"
"null","336-المركز التجاري الثانية","902","2024-08-07 14:14:42","336-TRADE CENTER SECOND","13515"
"null","813-الرويه الثانية","915","2024-08-07 14:14:42","813-AL ROWAIYAH SECOND","0"
"null","513-سيح شعيب 1","1076","2024-08-07 14:14:42","513-SAIH SHUAIB 1","90"
"null","221-مطار دبي الدولي","996","2024-08-07 14:14:42","221-DUBAI  AIRPORT","121"
"null","333-البدع","899","2024-08-07 14:14:42","333-AL BADA","58437"
"null","422-الورقاء الثانية","453","2024-08-07 14:14:42","422-AL WARQAA  SECOND","10981"
"null","684-البرشاء جنوب الخامسة","667","2024-08-07 14:14:42","684-AL BARSHA SOUTH FIFTH","7506"
"null","918-اليفره 3","1101","2024-08-07 14:14:42","918-AL YUFRAH 3","1754"
"null","373-البرشاء الأولى","65","2024-08-07 14:14:42","373-AL BARSHAA FIRST","35469"
"null","382-الصفوح الثانية","811","2024-08-07 14:14:42","382-AL SOFOUH SECOND","6478"
"null","334-السطوة","549","2024-08-07 14:14:42","334-AL SATWA","39297"
"null","354-القوز الأولى","262","2024-08-07 14:14:42","354-AL GOZE FIRST","20154"
"null","988-الليان 2","926","2024-08-07 14:14:42","988-AL LAYAN 2","0"
"null","392-مرسى دبي (الميناء السياحي) ","651","2024-08-07 14:14:42","392-MARSA DUBAI (AL MINA AL SEYAHI) ","61992"
"null","912-أم نهد الثانية","757","2024-08-07 14:14:42","912-UMM NAHAD SECOND","2"
"null","622-ورسان الثانية","203","2024-08-07 14:14:42","622-WARSAN SECOND","1524"
"null","677-الحبيه السادسة","340","2024-08-07 14:14:42","677-AL HEBIAH SIXTH","2322"
"null","676-الحبيه الثالثة","1046","2024-08-07 14:14:42","676-AL HEBIAH THIRD","7419"
"null","516-جبل علي الصناعية الثالثة ","789","2024-08-07 14:14:42","516-JABAL ALI INDUSTRIAL THIRD","0"
"null","251-مردف","233","2024-08-07 14:14:42","251-MURDAF","64355"
"null","971-سيح الدحل","935","2024-08-07 14:14:42","971-SAIH AL DAHAL","3"
"null","214-القرهود","605","2024-08-07 14:14:42","214-AL GARHOUD","18746"
"null","214-القرهود","183","2024-08-07 14:14:42","214-AL GARHOUD","18424"
"null","356-ام سقيم الأولى","879","2024-08-07 14:14:42","356-UM SUQAIM FIRST","12468"
"null","645-وادي الصفا 3","198","2024-08-07 14:14:42","645-WADI AL SAFA 3","9599"
"null","631-حدائق الشيخ محمد بن راشد","327","2024-08-07 14:14:42","631-HADAEQ SHEIKH MOHAMMED BIN RASHID","1563"
"null","332-جميرا الأولى","141","2024-08-07 14:14:42","332-JUMEIRA FIRST","18843"
"null","735-المريال","675","2024-08-07 14:14:42","735-AL MERYAL","760"
"null","324-الكفاف","964","2024-08-07 14:14:42","324-AL KIFAF","1317"
"null","616-ند الشبا الثالثة","320","2024-08-07 14:14:42","616-NAD AL SHIBBA THIRD","767"
"null","922-اليلايس 2","748","2024-08-07 14:14:42","922-AL YALAYIS 2","3685"
"null","956-الحثمة","569","2024-08-07 14:14:42","956-AL HATHMAH","35"
"null","246-القصيص الصناعية الثالثة","523","2024-08-07 14:14:42","246-AL QUSAIS IND. THIRD","3524"
"null","645-وادي الصفا 3","1036","2024-08-07 14:14:42","645-WADI AL SAFA 3","10475"
"null","614-رأس الخور الصناعية الثالثة","318","2024-08-07 14:14:42","614-RAS AL KHOR IND. THIRD","21834"
"null","261-محيصنة الأولى","828","2024-08-07 14:14:42","261-MUHAISANAH FIRST","8616"
"null","364-القوز الصناعية الأولى ","775","2024-08-07 14:14:42","364-AL GOZE IND. FIRST ","28060"
"null","648-وادي الصفا 5","115","2024-08-07 14:14:42","648-WADI AL SAFA 5","19550"
"null","917-المرموم","429","2024-08-07 14:14:42","917-AL MARMOOM","94"
"null","384-الثنيه الثانية (مضمار جبل علي)","907","2024-08-07 14:14:42","384-AL THANYAH SECOND (JEBEL ALI HORSE RACING)","0"
"null","516-جبل علي الصناعية الثالثة ","409","2024-08-07 14:14:42","516-JABAL ALI INDUSTRIAL THIRD","2462"
"null","721-العوير الثانية","721","2024-08-07 14:14:42","721-AL AWEER TWO","5874"
"null","336-المركز التجاري الثانية","547","2024-08-07 14:14:42","336-TRADE CENTER SECOND","12419"
"null","681-البرشاء جنوب الرابعة","125","2024-08-07 14:14:42","681-AL BARSHA SOUTH FOURTH","25297"
"null","676-الحبيه الثالثة","123","2024-08-07 14:14:42","676-AL HEBIAH THIRD","6250"
"null","346-الخليج التجاري","893","2024-08-07 14:14:42","346-AL KALIJ AL TEJARI","23943"
"null","847-أم السلي","28","2024-08-07 14:14:42","847-UMM ESELAY","187"
"null","599-جبل علي الصناعية الأولى","1021","2024-08-07 14:14:42","599-JABAL ALI INDUSTRIAL FIRST","199780"
"null","252-مشرف","1013","2024-08-07 14:14:42","252-MUSHRAIF","81"
"null","951-سيح السلم","35","2024-08-07 14:14:42","951-SAIH AL SALAM","589"
"null","368-القوز الصناعية الثالثة ","250","2024-08-07 14:14:42","368-AL GOZE IND. THIRD ","26656"
"null","674-الحبيه الأولى","337","2024-08-07 14:14:42","674-AL HEBIAH FIRST","10598"
"null","365-القوز الصناعية الثانية ","71","2024-08-07 14:14:42","365-AL GOZE IND. SECOND ","158543"
"null","617-ند الشبا الرابعة","689","2024-08-07 14:14:42","617-NAD AL SHIBBA FOURTH","3898"
"null","317-المنخول","291","2024-08-07 14:14:42","317-AL MANKHOOL","40091"
"null","686-معيصم الثانية","669","2024-08-07 14:14:42","686-MEAISEM SECOND","12"
"null","821-مرييل","278","2024-08-07 14:14:42","821-MEREIYEEL","1119"
"null","318-الكرامة","290","2024-08-07 14:14:42","318-AL KARAMA","75066"
"null","231-النهدة الأولى","1000","2024-08-07 14:14:42","231-AL NAHDA FIRST","33484"
"null","241-النهدة الثانية","838","2024-08-07 14:14:42","241-AL NAHDA SECOND","64458"
"null","951-سيح السلم","570","2024-08-07 14:14:42","951-SAIH AL SALAM","608"
"null","122-البراحة","1120","2024-08-07 14:14:42","122-AL BARAHA","26115"
"null","336-المركز التجاري الثانية","948","2024-08-07 14:14:42","336-TRADE CENTER SECOND","13787"
"null","911-أم نهد الأولى","1094","2024-08-07 14:14:42","911-UMM NAHAD FIRST","8"
"null","111-الكورنيش","777","2024-08-07 14:14:42","111-AL CORNICHE","2593"
"null","126-ابو هيل","174","2024-08-07 14:14:42","126-ABU HAIL","16905"
"null","216-الراشدية","995","2024-08-07 14:14:42","216-AL RASHIDIYA","38408"
"null","424- الورقاء الرابعة ","401","2024-08-07 14:14:42","424-AL WARQAA FOURTH ","13452"
"null","915-اليفره 1","427","2024-08-07 14:14:42","915-AL YUFRAH 1","403"
"null","915-اليفره 1","754","2024-08-07 14:14:42","915-AL YUFRAH 1","403"
"null","931-الليسيلي","112","2024-08-07 14:14:42","931-AL LESAILY","2633"
"null","353-الصفا الأولى","263","2024-08-07 14:14:42","353-AL SAFFA FIRST","8514"
"null","851-رماح","29","2024-08-07 14:14:42","851-REMAH","232"
"null","368-القوز الصناعية الثالثة ","68","2024-08-07 14:14:42","368-AL GOZE IND. THIRD ","25360"
"null","685-معيصم الأولى","345","2024-08-07 14:14:42","685-MEAISEM FIRST","18002"
"null","614-رأس الخور الصناعية الثالثة","482","2024-08-07 14:14:42","614-RAS AL KHOR IND. THIRD","22358"
"null","413-رأس الخور","113","2024-08-07 14:14:42","413-RAS AL KHOR","2"
"null","359-القوز الرابعة","633","2024-08-07 14:14:42","359-AL GOZE FOURTH","23403"
"null","311-الشندغة","858","2024-08-07 14:14:42","311-AL SHANDAGA","7"
"null","811-ورسان الثالثة","282","2024-08-07 14:14:42","811-WARSAN THIRD","13579"
"null","363-المنارة","255","2024-08-07 14:14:42","363-AL MANARA","8271"
"null","248-القصيص الصناعية الخامسة","1011","2024-08-07 14:14:42","248-AL QUSAIS IND FIFTH","7032"
"null","375-البرشاء الثالثة","644","2024-08-07 14:14:42","375-AL BARSHAA THIRD","14947"
"null","431-وادي الشبك ","403","2024-08-07 14:14:42","431-WADI ALSHABAK ","55"
"null","117-المرر","1116","2024-08-07 14:14:42","117-AL MURAR","40456"
"null","736-نزوه","283","2024-08-07 14:14:42","736-NAZWAH","544"
"null","643-وادي الصفا 2","682","2024-08-07 14:14:42","643-WADI AL SAFA 2","10890"
"null","132-الوحيدة","362","2024-08-07 14:14:42","132-AL WAHEDA","20785"
"null","684-البرشاء جنوب الخامسة","717","2024-08-07 14:14:42","684-AL BARSHA SOUTH FIFTH","7809"
"null","252-مشرف","221","2024-08-07 14:14:42","252-MUSHRAIF","63"
"null","416-ند الحمر","397","2024-08-07 14:14:42","416-NAD AL HAMAR","14216"
"null","593-جبل علي الثالثة","417","2024-08-07 14:14:42","593-JABAL ALI THIRD","1513"
"null","134-الممزر","991","2024-08-07 14:14:42","134-AL MAMZER","16901"
"null","646-وادي الصفا 4","680","2024-08-07 14:14:42","646-WADI AL SAFA 4","167"
"null","685-معيصم الأولى","129","2024-08-07 14:14:42","685-MEAISEM FIRST","17413"
"null","913-أم نهد الثالثة","425","2024-08-07 14:14:42","913-UMM NAHAD THIRD","1347"
"null","383-الثنيه الأولى (قرية ربيع الصحراء)","390","2024-08-07 14:14:42","383-AL THANYAH FIRST (V. RABIE SAHRAA)","24834"
"null","226-الطوار الأولى","187","2024-08-07 14:14:42","226-AL TWAR FIRST","10957"
"null","916-اليفره 2","753","2024-08-07 14:14:42","916-AL YUFRAH 2","1593"
"null","941-قريطيسه","743","2024-08-07 14:14:42","941-GRAYTEESAH","58"
"null","735-المريال","1059","2024-08-07 14:14:42","735-AL MERYAL","775"
"null","318-الكرامة","559","2024-08-07 14:14:42","318-AL KARAMA","75560"
"null","264-محيصنة الثانية ","169","2024-08-07 14:14:42","264-MUHAISANAH SECOND ","197838"
"null","611-بو كدرة","452","2024-08-07 14:14:42","611-BU KADRA","16"
"null","244-محيصنة الثالثة","835","2024-08-07 14:14:42","244-MUHAISANAH THIRD","6865"
"null","511-حصيان الاولى","533","2024-08-07 14:14:42","511-HESSYAN FIRST","3518"
"null","831-لهباب الثانية","1085","2024-08-07 14:14:42","831-LEHBAB SECOND","1617"
"null","814-الرويه الثالثة","599","2024-08-07 14:14:42","814-AL ROWAIYAH THIRD","4494"
"null","415-الخيران الأولى","456","2024-08-07 14:14:42","415-AL KHAIRAN FIRST","947"
"null","857-مرقب","589","2024-08-07 14:14:42","857-MARGAB","635"
"null","735-المريال","136","2024-08-07 14:14:42","735-AL MERYAL","727"
"null","267-محصينة الخامسة ","307","2024-08-07 14:14:42","267-MUHAISANAH FIFTH","2"
"null","264-محيصنة الثانية ","515","2024-08-07 14:14:42","264-MUHAISANAH SECOND ","194618"
"null","645-وادي الصفا 3","681","2024-08-07 14:14:42","645-WADI AL SAFA 3","10270"
"null","325-زعبيل الأولى","876","2024-08-07 14:14:42","325-ZAABEEL FIRST","3449"
"null","128-الخبيصي","889","2024-08-07 14:14:42","128-AL KHBEESI","2011"
"null","131-ميناء الحمرية","610","2024-08-07 14:14:42","131-AL HAMRIYA PORT","485"
"null","353-الصفا الأولى","627","2024-08-07 14:14:42","353-AL SAFFA FIRST","8722"
"null","372-الصفوح الأولى","313","2024-08-07 14:14:42","372-AL SAFOUH FIRST","4435"
"null","127-هورالعنز","613","2024-08-07 14:14:42","127-HOR AL ANZ","83529"
"null","383-الثنيه الأولى (قرية ربيع الصحراء)","908","2024-08-07 14:14:42","383-AL THANYAH FIRST (V. RABIE SAHRAA)","26279"
"null","354-القوز الأولى","886","2024-08-07 14:14:42","354-AL GOZE FIRST","21322"
"null","215-ام رمول","994","2024-08-07 14:14:42","215-UM RAMOOL","3119"
"null","128-الخبيصي","365","2024-08-07 14:14:42","128-AL KHBEESI","1992"
"null","682-الحبيه الرابعة","126","2024-08-07 14:14:42","682-AL HEBIAH FOURTH","18789"
"null","243-القصيص الصناعية الثانية","1006","2024-08-07 14:14:42","243-AL QUSAIS IND. SECOND","9627"
"null","646-وادي الصفا 4","459","2024-08-07 14:14:42","646-WADI AL SAFA 4","160"
"null","381-نخلة جميرا ","309","2024-08-07 14:14:42","381-NAKHLAT JUMEIRA ","24448"
"null","924-اليلايس 4","495","2024-08-07 14:14:42","924-AL YALAYIS 4","8"
"null","376-البرشاء الثانية","645","2024-08-07 14:14:42","376-AL BAESHAA SECOND","15901"
"null","101-نخلة ديرة","46","2024-08-07 14:14:42","101-NAKHLAT DEIRA","2"
"null","988-الليان 2","449","2024-08-07 14:14:42","988-AL LAYAN 2","0"
"null","353-الصفا الأولى","956","2024-08-07 14:14:42","353-AL SAFFA FIRST","9228"
"null","626-ند حصة","201","2024-08-07 14:14:42","626-NADD HESSA","35361"
"null","431-وادي الشبك ","795","2024-08-07 14:14:42","431-WADI ALSHABAK ","3"
"null","336-المركز التجاري الثانية","89","2024-08-07 14:14:42","336-TRADE CENTER SECOND","12155"
"null","123-المطينة","1121","2024-08-07 14:14:42","123-AL MUTEENA","49276"
"null","133-هور العنز شرق","180","2024-08-07 14:14:42","133-HOR AL ANZ EAST","20847"
"null","991-حفير","731","2024-08-07 14:14:42","991-HEFAIR","0"
"null","512-حصيان الثانية","791","2024-08-07 14:14:42","512-HESSYAN SECOND","10381"
"null","425- الورقاء الخامسة ","402","2024-08-07 14:14:42","425-AL WARQAA FIFTH ","60"
"null","227-الطوار الثانية","188","2024-08-07 14:14:42","227-AL TWAR SECOND","4577"
"null","412-الخيران","654","2024-08-07 14:14:42","412-AL KHEERAN","5060"
"null","923-اليلايس 3","747","2024-08-07 14:14:42","923-AL YALAYIS 3","4"
"null","342-جميرا الثانية","351","2024-08-07 14:14:42","342-JUMEIRA SECOND","10079"
"null","214-القرهود","861","2024-08-07 14:14:42","214-AL GARHOUD","19726"
"null","393-الثنيه الخامسة (تلال الامارات الاولى)","652","2024-08-07 14:14:42","393-AL THANYAH FIFTH (EMIRATE HILLS FIRST) ","41185"
"null","593-جبل علي الثالثة","217","2024-08-07 14:14:42","593-JABAL ALI THIRD","1513"
"null","594-ميناء جبل علي","475","2024-08-07 14:14:42","594-MENA JABAL ALI","24795"
"null","631-حدائق الشيخ محمد بن راشد","683","2024-08-07 14:14:42","631-HADAEQ SHEIKH MOHAMMED BIN RASHID","3356"
"null","617-ند الشبا الرابعة","1028","2024-08-07 14:14:42","617-NAD AL SHIBBA FOURTH","3968"
"null","516-جبل علي الصناعية الثالثة ","466","2024-08-07 14:14:42","516-JABAL ALI INDUSTRIAL THIRD","2462"
"null","131-ميناء الحمرية","363","2024-08-07 14:14:42","131-AL HAMRIYA PORT","481"
"null","532-سيح شعيب 3","413","2024-08-07 14:14:42","532-SAIH SHUAIB 3","11144"
"null","677-الحبيه السادسة","663","2024-08-07 14:14:42","677-AL HEBIAH SIXTH","2359"
"null","346-الخليج التجاري","84","2024-08-07 14:14:42","346-AL KALIJ AL TEJARI","19715"
"null","126-ابو هيل","614","2024-08-07 14:14:42","126-ABU HAIL","17481"
"null","931-الليسيلي","1108","2024-08-07 14:14:42","931-AL LESAILY","3017"
"null","129-بور سعيد","364","2024-08-07 14:14:42","129-PORT SAEED","13551"
"null","956-الحثمة","36","2024-08-07 14:14:42","956-AL HATHMAH","35"
"null","912-أم نهد الثانية","94","2024-08-07 14:14:42","912-UMM NAHAD SECOND","2"
"null","366-ام سقيم الثالثة","638","2024-08-07 14:14:42","366-UM SUQAIM THIRD","7672"
"null","368-القوز الصناعية الثالثة ","640","2024-08-07 14:14:42","368-AL GOZE IND. THIRD ","25504"
"null","252-مشرف","519","2024-08-07 14:14:42","252-MUSHRAIF","67"
"null","812-الرويه الأولى","107","2024-08-07 14:14:42","812-AL ROWAIYAH FIRST","2923"
"null","127-هورالعنز","888","2024-08-07 14:14:42","127-HOR AL ANZ","84661"
"null","119-الرقة","55","2024-08-07 14:14:42","119-AL REGA","10279"
"null","821-مرييل","598","2024-08-07 14:14:42","821-MEREIYEEL","1120"
"null","311-الشندغة","156","2024-08-07 14:14:42","311-AL SHANDAGA","2"
"null","824-أم الدمن","277","2024-08-07 14:14:42","824-UMM AL DAMAN","283"
"null","646-وادي الصفا 4","1037","2024-08-07 14:14:42","646-WADI AL SAFA 4","169"
"null","302-شاطئ جميرا","855","2024-08-07 14:14:42","302-JUMEIRA BAY","41"
"null","513-سيح شعيب 1","790","2024-08-07 14:14:42","513-SAIH SHUAIB 1","16"
"null","531-سيح شعيب 2","1080","2024-08-07 14:14:42","531-SAIH SHUAIB 2","12699"
"null","673-البرشاء جنوب الثالثة","336","2024-08-07 14:14:42","673-AL BARSHA SOUTH THIRD","6929"
